itemId,category,name,rating,originalRating,reviewTitle,reviewContent,likeCount,upVotes,downVotes,helpful,relevanceScore,boughtDate,clientType,retrievedDate
100004505.0,beli-harddisk-eksternal,rina,3.0,,pengiriman nya laaamaaaaa,,0.0,0.0,0.0,True,14.99,29-Jul-18,desktop,10/2/2019
100004505.0,beli-harddisk-eksternal,Ega,5.0,,barangnya sangat bagus. dan cepat juga. thank you lazada,,0.0,0.0,0.0,True,14.47,10-Apr-18,androidApp,10/2/2019
100004505.0,beli-harddisk-eksternal,Lazada Guest,5.0,,Menanyakn cara ciciln,Kalau mau cicilan gmna cra nya??,5.0,5.0,0.0,True,14.35,,mobile-app,10/2/2019
100004505.0,beli-harddisk-eksternal,Fitriyansah E.,5.0,,Lima Bintang,barang sudah sampai dan bagus thanks lazada,2.0,2.0,0.0,True,13.3,,mobile-app,10/2/2019
100004505.0,beli-harddisk-eksternal,Lazada Guest,5.0,,Bagusss,Pengiriman cepat sipplahhh.......,5.0,5.0,2.0,True,12.73,,mobile,10/2/2019
100005037.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,Sampe Sekarang masih Ok ne laptop...,0.0,0.0,0.0,True,24.51,2-Jan-17,androidApp,10/2/2019
100006860.0,beli-harddisk-eksternal,DEUIS S.,5.0,,,,0.0,0.0,0.0,True,16.01,23-Mar-17,androidApp,10/2/2019
100006860.0,beli-harddisk-eksternal,Garna T.,3.0,,,,0.0,0.0,0.0,True,14.99,05 Des 2016,desktop,10/2/2019
100006860.0,beli-harddisk-eksternal,Muhammad R.,5.0,,,,0.0,0.0,0.0,True,13.01,11 Mei 2017,androidApp,10/2/2019
100006860.0,beli-harddisk-eksternal,Aushaf,5.0,,,,0.0,0.0,0.0,True,13.01,29-Jun-17,desktop,10/2/2019
100006860.0,beli-harddisk-eksternal,Lazada Guest,5.0,,Good,Pengiriman cepat..  Packaging good..  Barang oke. Thnks seller Thnks Lazada,0.0,0.0,0.0,True,9.98,,mobile,10/2/2019
100007498.0,beli-harddisk-eksternal,Amarullah,5.0,,Good job,"Barang diterima dengan selamat.. Produk sesuai dengan deskripsi.. Barang nyape 3 hari ke pekanbaru,riau.. Terimakasih lazada dan kotakom pucang, laptopnya mantap..",0.0,0.0,0.0,True,26.98,11-Nov-16,mobile,10/2/2019
100007498.0,beli-harddisk-eksternal,Hanurawan H.,5.0,,,,0.0,0.0,0.0,True,13.01,15-Nov-16,desktop,10/2/2019
100010722.0,beli-harddisk-eksternal,Dwi,5.0,,TOP,"Senang belanja disini,pelayanan oke,barang sesuai ekspektasi..order senin hari selasa malam udah nyampe + di settingin sxan sama kurirnya...pokoknya top deh..thanks Lazada",1.0,1.0,0.0,True,30.51,13-Nov-17,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,Rosalina S.,4.0,,,belum test barangnya,0.0,0.0,0.0,True,22.49,23 Agu 2018,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,Wan D.,1.0,,Cape deh!,Sudah cape2 transfer tapi pesanan ditolak,0.0,0.0,0.0,True,20.51,17-Jan-18,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,rusmana,5.0,,,,0.0,0.0,0.0,True,19.01,28-Apr-19,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,Lazada Customer,3.0,,,,0.0,0.0,0.0,True,18.66,12-Feb-19,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,dini w.,5.0,,"bagus saya suka, no tipu2...terbaik emanggggggg👍",,2.0,2.0,0.0,True,17.34,30 Des 2017,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,dwi H.,5.0,,,,0.0,0.0,0.0,True,16.0,6-Sep-18,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,HARYATI,5.0,,harga bersahabat...kwalitas ok,,0.0,0.0,0.0,True,14.99,6-Jul-18,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,firman S.,4.0,,,,0.0,0.0,0.0,True,14.99,25-Apr-18,androidApp,10/2/2019
100010722.0,beli-harddisk-eksternal,nirmala O.,4.0,,,,0.0,0.0,0.0,True,14.01,16 Mei 2018,androidApp,10/2/2019
100010745.0,beli-harddisk-eksternal,Anggun W.,5.0,,Lima Bintang,"Barang Ok, kualitas bagus dengan harga yg cukup miring, kualitas gambar juga ok, pengiriman lumayan, ga nyesel pokonya beli TV ini",3.0,3.0,0.0,True,30.75,25-Nov-16,mobile-app,10/2/2019
100010745.0,beli-harddisk-eksternal,Fathin,5.0,,Ke Gresik bisa gak ya..???,Saya minat tapi kalau dikirim ke Gresik Jawa Timur bisa gak? Klo dr info pengiriman bebas tapi takut gk sampai.. Dan tanya apa ini sdh full HD apa blm? Terima kasih,31.0,31.0,0.0,True,21.84,,androidApp,10/2/2019
100010745.0,beli-harddisk-eksternal,dendi i.,5.0,,,,0.0,0.0,0.0,True,14.0,2-Sep-17,androidApp,10/2/2019
100010745.0,beli-harddisk-eksternal,Eti A.,4.0,,Cilegon bisa nggak??,Pengn tivinya,1.0,1.0,0.0,True,13.0,,androidApp,10/2/2019
100010745.0,beli-harddisk-eksternal,paramitha a.,5.0,,Lima Bintang,,0.0,0.0,0.0,True,12.0,24 Des 2016,mobile-app,10/2/2019
100010745.0,beli-harddisk-eksternal,Lazada Guest,5.0,,puasss,Mantapppp barang nya,0.0,0.0,0.0,True,9.6,,mobile,10/2/2019
100010745.0,beli-harddisk-eksternal,Lazada Guest,3.0,,puassss,Barang mulusss mantapppppp,0.0,0.0,0.0,True,9.6,,mobile,10/2/2019
100015720.0,beli-harddisk-eksternal,Risa K.,5.0,,,,0.0,0.0,0.0,True,19.58,09 Des 2016,androidApp,10/2/2019
100015720.0,beli-harddisk-eksternal,Fuady S.,1.0,,Spesifikasi utama terdapat intel core i5,"Laptop ini memiliki spesifikasi yang bagus dan harga yang terjangkau, namun pada tab spesifikasi utama produk itu emang intel core i5 atau salah buat? Di judul dikatakan core i7",1.0,1.0,0.0,True,19.5,,mobile,10/2/2019
100015720.0,beli-harddisk-eksternal,Ramadhana,5.0,,"Bagus, diterima dengan aman.","Barang sampai dengan aman. Kemampuan laptop sesuai dengan yang di iklankan. Hanya saja, laptop datang dengan DOS sehingga harus di install sendiri windows nya. Overall, it's worth the money.",0.0,0.0,0.0,True,17.11,,mobile-app,10/2/2019
100015720.0,beli-harddisk-eksternal,Jendra,5.0,,Bagus,Barang sampai 2 hari dengan selamat dan sesuai deskripsi,2.0,2.0,0.0,True,12.95,,androidApp,10/2/2019
100015720.0,beli-harddisk-eksternal,Ade P.,5.0,,Produk bagus,Harga sangat murah mantep banget,2.0,2.0,0.0,True,12.94,,mobile-app,10/2/2019
100015720.0,beli-harddisk-eksternal,Lazada Guest,3.0,,Entah benar atau enga,Murah banget itu enga salah kasih harga tau2 nati salah kasi info barang nya,1.0,1.0,1.0,True,11.17,,mobile-app,10/2/2019
100015720.0,beli-harddisk-eksternal,Lazada Guest,1.0,,Barang udah sampai,Barang udah sampai tapi pas dinyalain g bisa. Gmn pertanggung jawaban lazada?,0.0,0.0,1.0,True,9.61,,desktop,10/2/2019
100015720.0,beli-harddisk-eksternal,yusuf,5.0,,Yang bener yang mana? I5 apa i7??,,1.0,1.0,0.0,True,4.59,,mobile-app,10/2/2019
100024235.0,beli-harddisk-eksternal,Wulandary,5.0,,,,0.0,0.0,0.0,True,14.99,14 Agu 2018,androidApp,10/2/2019
100024235.0,beli-harddisk-eksternal,Lazada Guest,4.0,,Cicilan,Klo dp1jt tanpa kartu kredit bisa gk? Brp bln pembayarannya dan sebulannya brp? -TerimaKsh,5.0,5.0,0.0,True,14.56,,mobile-app,10/2/2019
100024235.0,beli-harddisk-eksternal,Lazada Guest,1.0,,,untuk pemasangan di tembok apa ad pihak dari lazada yg memasang'a ? terima kasih,0.0,0.0,0.0,True,10.51,,mobile,10/2/2019
100027053.0,beli-harddisk-eksternal,I K.,5.0,,,,0.0,0.0,0.0,True,16.01,9-Jan-18,androidApp,10/2/2019
100027329.0,beli-harddisk-eksternal,Yoga T.,5.0,,Sesuai Dengan yang tertera,"Kapasitas HDD asli 1 TB, dan tanpa ada lecet di saat saya pertama kali membuka bungkus bubble nya",2.0,2.0,0.0,True,23.3,02 Mei 2017,desktop,10/2/2019
100027329.0,beli-harddisk-eksternal,Heri K.,5.0,,mantap,barang sesuai dengan gambar,0.0,0.0,0.0,True,20.21,20-Jun-17,desktop,10/2/2019
100027329.0,beli-harddisk-eksternal,Lazada Guest,4.0,,Respon penjualan yg baik,"HD diterima dg packing bubble bagus, hanya tidak tertulis, barang elektronik, atw keterangan lain, agar penanganan lebih hati2 dan istimewa, ketika paket dalam perjalanan. Finally, 4bintang lhah...",1.0,1.0,0.0,True,19.99,,mobile-app,10/2/2019
100027616.0,beli-harddisk-eksternal,ACHMAD F.,5.0,,TOP,"Mantap gan Barang sampai dengan selamat , Packing rapih , pokok Mantap lah !",0.0,0.0,0.0,True,20.51,24 Okt 2017,androidApp,10/2/2019
100027616.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,14.99,25-Apr-18,androidApp,10/2/2019
100027616.0,beli-harddisk-eksternal,Era A.,5.0,,,,0.0,0.0,0.0,True,12.66,4-Jul-17,desktop,10/2/2019
100027616.0,beli-harddisk-eksternal,Bilqis,5.0,,Sip,Oke,0.0,0.0,0.0,True,12.6,14-Jun-17,mobile,10/2/2019
100028438.0,beli-harddisk-eksternal,Dimas D.,5.0,,Kepuasan & Ketidakpuasan,"Saya sangat puas dengan barang.nya, kualitas barang sangat membantu HDD saya apabila jatuh dari atas, dan pengiriman rapi gk ada lecet kasih bintang 5 :) Dan Saya sangat tidak puas dengan peng",0.0,0.0,0.0,True,27.0,25-Feb-17,mobile-app,10/2/2019
100028438.0,beli-harddisk-eksternal,Pembeli,4.0,,Bagus,Barang diterima dengan kondisi yang baik tapi packagingnya kurang,0.0,0.0,0.0,True,20.51,19 Des 2017,iosApp,10/2/2019
100028438.0,beli-harddisk-eksternal,KHAIRUNNISA.SYAN,5.0,,SESUIA DENGAN FOTO,"Suka banget sama barangnya packing nya rapi, pokoknya recomended banget buat kalian yg mau beli tas hardisk dengan kulitas bagus yah di sini",0.0,0.0,0.0,True,17.55,,mobile-app,10/2/2019
100028438.0,beli-harddisk-eksternal,Devi P.,5.0,,,,0.0,0.0,0.0,True,15.01,13-Nov-17,androidApp,10/2/2019
100028438.0,beli-harddisk-eksternal,hady,5.0,,,,0.0,0.0,0.0,True,14.99,25 Des 2017,androidApp,10/2/2019
100028438.0,beli-harddisk-eksternal,Naufal Y.,5.0,,,,0.0,0.0,0.0,True,14.01,12-Mar-18,androidApp,10/2/2019
100030605.0,beli-harddisk-eksternal,Antonio G.,5.0,,,"Flashdisk ori, Packing bagus. Saya suka.Thx",0.0,0.0,0.0,True,32.49,15-Sep-18,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,aman cepat pula,0.0,0.0,0.0,True,51.13,5-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,42.5,20-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,4.0,,,Bagus ori kok cuma hanya aja 58 gb:( klo 63 gpp hilang 1 gb,0.0,0.0,0.0,True,35.83,9-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Ririn S.,1.0,,,kapasitasy kurang bagusss aturany klw kosong g bnyakkk firusss tpi nieh bnyakkk firusss sangat kecewe,0.0,0.0,0.0,True,34.01,28-Apr-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Asrinur A.,5.0,,,"Baguss bangett kurir nya jga ramah, cakep pula wkwk. Ini 64gb tp cmn 58 sekian gb tp gpp lah yah... Pokok nya recomended deh....",0.0,0.0,0.0,True,33.01,4-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,ucen W.,5.0,,,produk dah sampai kemasan rapih pengiriman cepat barang  bagus pembayaran cod tidak perlu diragukan lagi 👍👍,0.0,0.0,0.0,True,33.01,13-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,ucen W.,5.0,,,barangnya bagus banget.. sesuai dengan gambar dn deskripsi.. pengiriman cepat.. bagus dn recomended bangt..👍,0.0,0.0,0.0,True,33.01,28-Feb-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Andre A.,5.0,,,"packing tanpa bubble warp. fisik no minus. Cuma 58 GB, bukan 64. ya lumayan",0.0,0.0,0.0,True,31.51,7-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Hendrii R.,5.0,,,barang ok .. packing Rapii .. Kurir nya Ramahh .. Puass ..,0.0,0.0,0.0,True,31.51,24-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,muchamad R.,5.0,,,produk original mantap semoga awet,0.0,0.0,0.0,True,31.51,9-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Budi,5.0,,,baik. sesuai ekspektasi.,1.0,1.0,0.0,True,30.36,4-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,👍👍👍,0.0,0.0,0.0,True,29.83,22 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,29.33,17-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,4.0,,,,0.0,0.0,0.0,True,29.0,15-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,28.83,4-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Brian A.,5.0,,,,0.0,0.0,0.0,True,27.83,8-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,pratiwi,5.0,,,,0.0,0.0,0.0,True,27.67,7-Sep-19,iosApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Dede A.,5.0,,,,0.0,0.0,0.0,True,27.67,6-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Izzal R.,5.0,,,,0.0,0.0,0.0,True,27.33,1-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,Barang nya oke makasih,0.0,0.0,0.0,True,27.08,13 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Ahmad K.,5.0,,,Tumben ninja cepat pengirimannya,0.0,0.0,0.0,True,27.08,12-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Sudarso,5.0,,,,0.0,0.0,0.0,True,26.83,1-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,ganirogy,5.0,,,barang asli dan original terimakasih maju terus toko jet store,0.0,0.0,0.0,True,26.51,12-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Fadhila U.,5.0,,,"Flashdisk nya bagus, sesuai picture, barang cepat sampai, kurir ramah",0.0,0.0,0.0,True,26.51,12 Mei 2019,mobile,10/2/2019
100034104.0,beli-harddisk-eksternal,ferry P.,5.0,,,oke... mudah2an awet dan ga crash belum sempet d coba,0.0,0.0,0.0,True,26.51,9-Jul-19,desktop,10/2/2019
100034104.0,beli-harddisk-eksternal,wisnu D.,5.0,,,kapasitas cumA 58 gb ajaaaaa....  huft...,0.0,0.0,0.0,True,26.51,4-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,4.0,,,katanya 64 GB nyatanya cuman 58 GB,0.0,0.0,0.0,True,26.51,10-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Irine S.,5.0,,,"thks ya barang sdh sampai,smga cocok",0.0,0.0,0.0,True,26.51,9-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Winarso Y.,5.0,,,siippp...thank lazada,0.0,0.0,0.0,True,26.51,2-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Irman A.,5.0,,,udah di trima ...barang OK Moga awet...,0.0,0.0,0.0,True,26.51,18 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Indra S.,5.0,,,josss tenan,0.0,0.0,0.0,True,26.51,09 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,lidia M.,5.0,,,,0.0,0.0,0.0,True,26.33,24 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Samuel P.,5.0,,,,0.0,0.0,0.0,True,26.33,06 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,25.83,15-Jul-19,mobile,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,25.83,22-Jan-19,mobile,10/2/2019
100034104.0,beli-harddisk-eksternal,Herlina L.,5.0,,,,0.0,0.0,0.0,True,25.83,25 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Recvy,5.0,,,"Ini ori, bagus tahan lama masih saya pake",0.0,0.0,0.0,True,25.51,29-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Sucipto B.,1.0,,,kampret kaga kebaca!!,0.0,0.0,0.0,True,25.5,27-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,25.0,22-Sep-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Ari A.,5.0,,,,0.0,0.0,0.0,True,24.15,17-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Sandi,5.0,,,,0.0,0.0,0.0,True,24.01,15 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,GOOD,barang bagus quick respon hari ini pesan besok sudah sampai,0.0,0.0,0.0,True,23.03,3-Jul-18,desktop,10/2/2019
100034104.0,beli-harddisk-eksternal,Asep P.,4.0,,,,0.0,0.0,0.0,True,23.01,30-Mar-19,mobile,10/2/2019
100034104.0,beli-harddisk-eksternal,Muhammad I.,4.0,,,,0.0,0.0,0.0,True,23.01,26-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Tarmudi,5.0,,,brang cukup bagus,0.0,0.0,0.0,True,20.51,3-Apr-17,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Reuther J.,5.0,,,,0.0,0.0,0.0,True,19.58,10 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Siti F.,5.0,,,,0.0,0.0,0.0,True,19.58,27-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Mhd W.,5.0,,,,0.0,0.0,0.0,True,19.58,06 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Dias P.,5.0,,,,0.0,0.0,0.0,True,19.58,08 Agu 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,3.0,,,,0.0,0.0,0.0,True,19.58,30-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,Sip mantap,0.0,0.0,0.0,True,19.58,29-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,bay H.,5.0,,,,0.0,0.0,0.0,True,19.58,22-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,purwati,5.0,,,,0.0,0.0,0.0,True,19.56,06 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,19.15,2-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,19.01,15 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,19.01,1-Jul-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Putra A.,5.0,,,,0.0,0.0,0.0,True,19.01,1-Apr-19,iosApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lie M.,5.0,,,,0.0,0.0,0.0,True,19.01,24-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Tumpal S.,5.0,,,,0.0,0.0,0.0,True,19.01,4-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Aldino W.,5.0,,,,0.0,0.0,0.0,True,19.01,19-Feb-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,anggi A.,5.0,,,,0.0,0.0,0.0,True,19.01,23-Feb-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Ahmad F.,5.0,,,,0.0,0.0,0.0,True,19.01,8-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Nama P.,5.0,,,,0.0,0.0,0.0,True,19.01,8-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Pupung A.,5.0,,,bagus ori!,0.0,0.0,0.0,True,19.01,7-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Bambang G.,5.0,,,,0.0,0.0,0.0,True,19.01,6-Jun-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Lazada Customer,5.0,,,,0.0,0.0,0.0,True,19.01,27-Jan-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,ardi R.,5.0,,,,0.0,0.0,0.0,True,19.01,11-Feb-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,THE N.,5.0,,,,0.0,0.0,0.0,True,19.01,31-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,selvi H.,5.0,,,,0.0,0.0,0.0,True,19.01,16 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Siti S.,5.0,,,,0.0,0.0,0.0,True,19.01,14 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Desy C.,5.0,,,,0.0,0.0,0.0,True,19.01,06 Mei 2019,iosApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Saleh H.,5.0,,,,0.0,0.0,0.0,True,19.01,17-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Novan A.,5.0,,,,0.0,0.0,0.0,True,19.01,04 Mei 2019,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Aobhie H.,5.0,,,real good,0.0,0.0,0.0,True,19.01,26-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Dwi P.,5.0,,,,0.0,0.0,0.0,True,18.01,29-Apr-19,iosApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Kejar K.,3.0,,,,0.0,0.0,0.0,True,18.01,9-Apr-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Yulianto A.,3.0,,,,0.0,0.0,0.0,True,18.01,4-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Satria F.,5.0,,,,0.0,0.0,0.0,True,18.01,14-Apr-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,*i. P.,5.0,,,,0.0,0.0,0.0,True,18.01,15-Apr-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Ketut W.,5.0,,,bagus,0.0,0.0,0.0,True,18.01,11-Apr-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,Maswa A.,5.0,,,,0.0,0.0,0.0,True,18.01,29-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,abdul M.,5.0,,,good,0.0,0.0,0.0,True,18.01,27-Mar-19,androidApp,10/2/2019
100034104.0,beli-harddisk-eksternal,muhamad N.,5.0,,,,0.0,0.0,0.0,True,18.01,13-Mar-19,androidApp,10/2/2019
